"year","id_","AGE","EDUC","SEX","RACETH","RELIG","sex1","race1","relig1","educ1","age1","sex2","race2","relig2","educ2","age2","sex3","race3","relig3","educ3","age3","sex4","race4","relig4","educ4","age4","sex5","race5","relig5","educ5","age5"
"1985","1985.128","57","12 years","Female","White","Protestant","Male","White","Protestant","Less than 10","64","Female","White","Protestant","16 or more","56","Female","White","Protestant","12 years","47","Female","White","Protestant","Less than 10","84",NA,NA,NA,NA,NA
"1985","1985.129","42","16 or more","Male","White","None","Female","White","None","16 or more","41","Male","White","Protestant","16 or more","37","Male","White","Catholic","16 or more","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.130","30","16 or more","Female","White","Protestant","Female","White","Catholic","12 years","61","Male","White","Catholic","12 years","62","Male","White","Protestant","16 or more","30","Female","White","Catholic","16 or more","30","Male","White","Catholic","16 or more","40"
"1985","1985.131","41","16 or more","Female","White","Protestant","Male","White","Protestant","13-15 years","35","Female","White","Protestant","13-15 years","42","Female","White","Protestant","12 years","66","Female","White","Protestant","16 or more","51","Female","White","Protestant","16 or more","48"
"1985","1985.132","40","13-15 years","Female","White","Catholic","Female","White","Catholic","16 or more","29","Female","White","None","16 or more","34","Male","White","Protestant","13-15 years","41","Female","White","Catholic","12 years","66","Male","White","Catholic","13-15 years","67"
"1985","1985.133","43","12 years","Female","White","Protestant","Female","White","Catholic","13-15 years","43","Female","White","Protestant","12 years","46","Male","White","Protestant","12 years","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.134","58","16 or more","Male","White","None","Male","White","Jewish","16 or more","52","Female","White","Catholic","16 or more","59","Female","White","Catholic","12 years","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.135","50","16 or more","Male","White","Protestant","Male","White","Protestant","16 or more","48","Male","White","Catholic","16 or more","43","Male","White","Catholic","16 or more","53","Female","White","Catholic","16 or more","45","Male","White","Protestant","16 or more","51"
"1985","1985.136","28","13-15 years","Male","White","Catholic","Male","White","Catholic","16 or more","26","Male","White","Catholic","16 or more","28","Male","White","Catholic","16 or more","59","Female","White","Catholic","12 years","52","Male","White",NA,"12 years","27"
"1985","1985.137","62","16 or more","Male","White","Catholic","Female","White","Catholic","12 years","56","Male","White","Catholic","16 or more","63","Female","White","Catholic","16 or more","24","Male","White",NA,"16 or more","45",NA,NA,NA,NA,NA
"1985","1985.138","27","13-15 years","Female","White","None","Female","White","None","16 or more","48","Male","White","Catholic","16 or more","55","Female","White","None","13-15 years","35","Male","White","None","13-15 years","36","Male","White","None","16 or more","33"
"1985","1985.139","45","16 or more","Male","White","Catholic","Female","White","Catholic","10-11 years","15","Male","White","Catholic","16 or more","77","Female","White","Protestant","16 or more","70","Male","White","Protestant","16 or more","59","Male","White","Protestant","16 or more","40"
"1985","1985.140","57","13-15 years","Male","White","Protestant","Female","White","Protestant","10-11 years","56","Male","White","Catholic","16 or more","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.141","47","10-11 years","Female","White","Protestant","Male","White","Catholic","12 years","40","Female","White","Protestant","12 years","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.142","34","16 or more","Male","White","Catholic","Female","White","Catholic","13-15 years","34","Male","White",NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.143","24","12 years","Female","White","Catholic","Male","White","None","12 years","23","Female","White","Catholic",NA,"45","Female","White","Catholic",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.144","26","Less than 10","Female","White","None","Male","White","None","Less than 10","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.145","49","12 years","Female","White","Catholic","Male","White","Catholic","12 years","47","Male","White","Catholic","12 years","23","Female","White","Catholic","12 years","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.146","53","10-11 years","Male","White","Catholic","Male","White","Catholic","12 years","50","Male","White","Catholic","10-11 years","55","Male","White","Catholic","12 years","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.147","31","12 years","Female","White","Catholic","Male","White","Catholic","12 years","31","Female","White","Catholic","10-11 years","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.148","35","12 years","Female","White","Catholic","Male","White","None","12 years","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.149","38","16 or more","Male","White","Jewish","Female","White","Jewish","16 or more","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.150",NA,"12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.151","78","Less than 10","Male","White","None","Female","White","Protestant","13-15 years","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.152","30","16 or more","Female","White","Protestant","Male","White","Protestant",NA,"32","Male","White","Protestant","16 or more","30","Female","White","Catholic","16 or more","30","Female","White","Protestant","16 or more","34","Male","White","Jewish","16 or more","35"
"1985","1985.153","60","10-11 years","Female","White","Catholic","Female","White","Catholic","12 years","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.154","21","13-15 years","Female","White","Catholic","Female","White","Catholic","13-15 years","47","Male","White","Protestant","10-11 years","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.155","69","10-11 years","Female","White","Protestant","Female","White","Protestant","12 years","65","Male","White",NA,"10-11 years","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.156","35","10-11 years","Male","White","Catholic","Female","White","Catholic","10-11 years","31","Male","White","Catholic","16 or more",NA,"Female","White","Catholic","13-15 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.157","78","Less than 10","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.158","30","12 years","Male","White","Catholic","Female","White","Catholic","13-15 years","28","Male","White","Catholic",NA,"30","Male","White","Catholic",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.159","40","12 years","Male","White","Catholic","Male","White","Catholic","10-11 years","68","Male","White","Catholic","12 years","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.160","30","16 or more","Female","White","Protestant","Female","White","Jewish","16 or more","40","Female","White","Protestant","16 or more","41","Male","White","Protestant","12 years","65","Female","White","Protestant","12 years","63","Male","White","Protestant","13-15 years","25"
"1985","1985.161","59","12 years","Female","Hispanic","Protestant","Male","Hispanic","Other","16 or more","36","Male","White","Protestant","16 or more",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.162","57","12 years","Female","White","Catholic","Male","White","Catholic","12 years","57","Female","White","Catholic","12 years","60","Female","White","Catholic","12 years","60","Female","White","Catholic","12 years","59",NA,NA,NA,NA,NA
"1985","1985.163","32","13-15 years","Female","White","None","Male","White","None","13-15 years","30","Female","White","Catholic","13-15 years","43","Female","White","Catholic","13-15 years","37","Female","White","Jewish","12 years","58",NA,NA,NA,NA,NA
"1985","1985.164","35","16 or more","Female","White","Catholic","Female","White","Catholic","16 or more",NA,"Female","White","Catholic","16 or more","28","Female","White","Catholic","13-15 years","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.165","28","16 or more","Male","White","None","Male","White","None","16 or more","50","Male","White","None","16 or more","35","Female","White","None","16 or more","35","Male","White","None","13-15 years","35","Male","White","None","16 or more","24"
"1985","1985.166","68","Less than 10","Male","White","Catholic","Male","White","Catholic","16 or more","55","Male","White","Catholic","12 years","70","Female","White","Catholic","12 years","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.167","83","Less than 10","Male","White","Other","Male","White","Other","12 years","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.168","54","Less than 10","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.169","30","12 years","Female","White","Catholic","Female","White","Protestant","10-11 years","27","Female","White","Catholic","10-11 years","52","Male","White","Catholic","12 years","32","Female","White","Protestant","12 years","24","Female","White","Catholic","12 years","28"
"1985","1985.170","32","13-15 years","Male","White","Catholic","Female","White","Catholic","12 years","30","Male","White",NA,"10-11 years","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.171","66","12 years","Male","Black","Protestant","Male","Black",NA,"12 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.172","59","13-15 years","Male","Black","Protestant","Female","Black","Catholic","16 or more","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.173","57","13-15 years","Male","Black","Catholic","Female","Black","Protestant","12 years","69","Female","Black","Protestant","12 years","38","Female","Black","Protestant","Less than 10","65","Female","Black","Protestant","12 years","65","Male","Black","Protestant","Less than 10","58"
"1985","1985.174","41","12 years","Male","Black","Protestant","Female","Black","Protestant","13-15 years","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.175","53","Less than 10","Male","White","Catholic","Male","White","Catholic","13-15 years","25","Female","White","Catholic","10-11 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.176","29","16 or more","Male","White","Protestant","Male","White","Protestant","12 years","29","Female","White","Protestant","12 years","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.177","32","13-15 years","Male","White","Catholic","Female","White","Catholic","12 years","27","Male","White","Catholic","12 years","50","Male","White","None","13-15 years","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.178","20","10-11 years","Female","White","Protestant","Female","White","Protestant","16 or more","22","Female","White","Protestant","13-15 years","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.179","25","12 years","Male","White","Other","Female","White","Catholic","13-15 years","21","Male","White","Other","13-15 years","30","Female","White","Other",NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.180","72","12 years","Female","White","Other","Female","White","Catholic","13-15 years","60","Female","White","Protestant","16 or more","64","Female","White","Catholic","13-15 years","47","Female","White","Protestant","12 years","72","Male","White","Other","10-11 years","68"
"1985","1985.181","83","12 years","Female","White","Protestant","Female","White","Protestant","12 years","60","Female","White","Protestant","12 years","56","Female","White","Protestant","13-15 years","65","Male","White","Protestant","16 or more","70",NA,NA,NA,NA,NA
"1985","1985.182","66","12 years","Female","White","Protestant","Male","White","Protestant","10-11 years","69","Male","White",NA,NA,"66","Male","White","Catholic","10-11 years","68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.183","27","16 or more","Female","White","Protestant","Male","White","Catholic","16 or more","26","Female","White","Protestant","16 or more","50","Male","White","Protestant","16 or more","57","Female","White","Protestant","16 or more","30",NA,NA,NA,NA,NA
"1985","1985.184","20","10-11 years","Male","White","Protestant","Male","White","Protestant","10-11 years","42","Female","White","Catholic","10-11 years","21","Male","White","Protestant","10-11 years","22","Male","White","Catholic","10-11 years","24",NA,NA,NA,NA,NA
"1985","1985.185","35","13-15 years","Male","White","Catholic","Female","White","Catholic","12 years","31","Male","White","Protestant","12 years","50","Male","White",NA,"13-15 years","32","Female","White","Catholic","13-15 years","32",NA,NA,NA,NA,NA
"1985","1985.186","47","12 years","Female","White","None","Male","White","Catholic","13-15 years","24","Female","White","Catholic","12 years","25","Female","White","Protestant","16 or more","42","Male","White","Catholic","12 years","46","Male","White","Catholic","12 years","36"
"1985","1985.187","21","12 years","Female","White","Catholic","Female","White","Catholic","12 years","23","Female","White","Catholic","12 years","57","Female","White","Catholic","13-15 years","35","Female","White","Catholic","12 years","34","Female","White","Catholic","13-15 years","21"
"1985","1985.188","56","Less than 10","Female","White","Protestant","Female","White","Catholic","12 years","68","Male","White","Catholic","12 years","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.189","27","12 years","Female","White","Catholic","Male","White","Protestant","10-11 years","28","Female","White","Catholic","10-11 years","24","Female","White","Protestant","10-11 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.190","53","12 years","Male","White","Catholic","Female","White","Protestant","12 years","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.191","25","16 or more","Male","White","Catholic","Male","White","Catholic","16 or more","24","Female","White","Catholic","13-15 years","21","Male","White","Catholic","12 years","43","Male","White","Protestant","13-15 years","52",NA,NA,NA,NA,NA
"1985","1985.192","46","16 or more","Male","White","Protestant","Male","White","Protestant","16 or more","33","Male","White","Protestant","16 or more","32","Female","White","Protestant","13-15 years","32","Female","White","Protestant","13-15 years","35","Male","Black","Protestant","Less than 10","13"
"1985","1985.193","23","12 years","Male","White","None","Male","White","Catholic","12 years","65","Female","White","Protestant","16 or more","58","Female","White","Protestant","13-15 years","21","Male","White","None","10-11 years","18",NA,NA,NA,NA,NA
"1985","1985.194","32","16 or more","Male","White","Protestant","Male","White","Protestant","12 years","28","Female","White","Protestant","12 years","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.195","70","Less than 10","Female","White","Protestant","Female","White","Protestant","12 years","39","Male","White","Protestant","10-11 years","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","1985.196","65","Less than 10","Female","Black","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
